wavelength,mean_reflectance,median_reflectance,std_reflectance,p25_reflectance,p75_reflectance,n_valid
2241,0.402322785018829,0.3816968386146551,0.12145030890459631,0.30640220284945263,0.4478677069508444,22
2242,0.4024377232075605,0.38191002961767434,0.12174173408159655,0.30675409891193534,0.44740731623462454,22
2243,0.4025301650535553,0.3821294533221042,0.12201453165744472,0.3070786770659359,0.44720596864019746,22
2244,0.4026823824532499,0.38231236387772627,0.12232256418770182,0.3076410059809588,0.44708770198047404,22
2245,0.40284924203331857,0.3824108664208914,0.12265194509371061,0.30827848292075116,0.44700923345101573,22
2246,0.40303020388986766,0.38244771655680515,0.12298732899416318,0.3089159598605435,0.4469978092761666,22
2247,0.4031909956416408,0.3823886881835367,0.12329212501119878,0.30928849357769655,0.44709342314076156,22
2248,0.4033342241134115,0.38216404342301713,0.12353157205332461,0.3096680179928373,0.4471504199083921,22
2249,0.40345237130006234,0.38193318733362447,0.12371280573189108,0.3100824490700658,0.4472149187254395,22
2250,0.40360199457628076,0.3826771979743264,0.12384495381445368,0.30972192834309326,0.44739483437027044,22
2251,0.40378742420095487,0.3836268075137632,0.12397690760464804,0.30933892346093445,0.44773184755120726,22
2252,0.40399127912104227,0.38462734472557636,0.12409368956568524,0.30895527635789655,0.44827295579869714,22
2253,0.4041933552604112,0.38563366356736584,0.12417631754513615,0.30854410133186705,0.4489044644180331,22
2254,0.4044405854856974,0.386613545994588,0.12421807910973533,0.3082945499785008,0.4496163654677996,22
2255,0.40469165306410615,0.38758753156903414,0.12426674441109078,0.30811204423752925,0.45045949237150745,22
